"Year","Sample","Temp_range","Temp_flag","moisture","moisture_units","moisture_flag","R10","Q10","Q10_flag","Species","Latitude","Longitude","lat_lon_notes","Manipulation","Ecosystem_type_old","Ecosystem_type","Biome","Source","Incubation","Duplicate_record","notes","notes2","notes_data_location","StudyName","DOI","Meas_method","Horizon","Depth_cm","Vegetation","notes3","MAT_C","MMT_C","MAP_mm","...35","Texture","...37","time_days","Elevation_m","...40","...41","corg","norg","clay","ph"
,"ConForest","5_25",,"60","perc_WHC",,,1.98,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"ConForest","5_25",,"60","perc_WHC",,,1.93,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"ConForest","5_25",,"60","perc_WHC",,,1.91,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Cropland","5_25",,"75","perc_WHC",,,1.94,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Cropland","5_25",,"75","perc_WHC",,,1.76,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Grassland","5_25",,"75","perc_WHC",,,1.89,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Grassland","5_25",,"75","perc_WHC",,,1.93,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"Grassland","5_25",,"75","perc_WHC",,,1.9,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"75","perc_WHC",,,1.97,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"75","perc_WHC",,,2,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"75","perc_WHC",,,1.93,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"DecForest","5_25",,"75","perc_WHC",,,2.12,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"ConForest","5_25",,"75","perc_WHC",,,1.73,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"ConForest","5_25",,"75","perc_WHC",,,1.72,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,"ConForest","5_25",,"75","perc_WHC",,,1.76,,"CO2","51_01'15181N","6_22'7811E",,,"forest","forest",,"Wang et al. 2018","lab",,,"The Temperature Sensitivity (Q10) of Soil Respiration_ Controlling Factors and Spatial Prediction at Regional Scale Based on Environmental Soil Classes","SI","Meyer et al., 2018","https://doi.org/10.1002/2017GB005644",,,"0_29",,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"6_30",,,,,,2.2,,"CO2","37.0021922499442","-122.061675069316","UC Santa Cruz Natural Reserve","control","cropland","Agriculture",,"Wang et al. 2018","lab",,,"Labile substrate availability controls temperature sensitivity of organic carbon decomposition at different soil depths","Fig2, Abstract","Pang et al., 2015","https://doi.org/10.1007/s10533-015-0141-0",,,"0_20",,,,,,,,,,,,,,,,
,,"6_30",,,,,,1.65,,"CO2","37.0021922499442","-122.061675069316","UC Santa Cruz Natural Reserve","control","cropland","Agriculture",,"Wang et al. 2018","lab",,,"Labile substrate availability controls temperature sensitivity of organic carbon decomposition at different soil depths","Fig2, Abstract","Pang et al., 2015","https://doi.org/10.1007/s10533-015-0141-0",,,"60_80",,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"THA","6_30",,"60","perc_WHC",,,2.94,,"CO2","50_58'00''N","13_34'16''E",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"0_5",,,,,,,,,,,,,,,,
,"WET","6_30",,"60","perc_WHC",,,2.92,,"CO2","50_27'13''N","11_27'27''",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"0_5",,,,,,,,,,,,,,,,
,"WET","6_30",,"60","perc_WHC",,,3.07,,"CO2","50_27'13''N","11_27'27''",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"5_10",,,,,,,,,,,,,,,,
,"WET","6_30",,"60","perc_WHC",,,3.41,,"CO2","50_27'13''N","11_27'27''",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"10_20",,,,,,,,,,,,,,,,
,"HAR","6_30",,"60","perc_WHC",,,2.86,,"CO2","55_12'46''N","02_02'15''W",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"0_5",,,,,,,,,,,,,,,,
,"HAR","6_30",,"60","perc_WHC",,,2.55,,"CO2","55_12'46''N","02_02'15''W",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"5_10",,,,,,,,,,,,,,,,
,"HAR","6_30",,"60","perc_WHC",,,3.37,,"CO2","55_12'46''N","02_02'15''W",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"10_20",,,,,,,,,,,,,,,,
,"LOO","6_30",,"60","perc_WHC",,,3.17,,"CO2","52_10'00''","05_44'38''",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"0_5",,,,,,,,,,,,,,,,
,"LOO","6_30",,"60","perc_WHC",,,3.28,,"CO2","52_10'00''","05_44'38''",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"5_10",,,,,,,,,,,,,,,,
,"LOO","6_30",,"60","perc_WHC",,,3.65,,"CO2","52_10'00''","05_44'38''",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"10_20",,,,,,,,,,,,,,,,
,"HAI","6_30",,"60","perc_WHC",,,2.7,,"CO2","51_05'N","10_28'E",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"0_5",,,,,,,,,,,,,,,,
,"HAI","6_30",,"60","perc_WHC",,,2.59,,"CO2","51_05'N","10_28'E",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"5_10",,,,,,,,,,,,,,,,
,"HAI","6_30",,"60","perc_WHC",,,2,,"CO2","51_05'N","10_28'E",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"10_20",,,,,,,,,,,,,,,,
,"COL","6_30",,"60","perc_WHC",,,2.48,,"CO2","41_52'N","13_28'E",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"0_5",,,,,,,,,,,,,,,,
,"COL","6_30",,"60","perc_WHC",,,3.15,,"CO2","41_52'N","13_28'E",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"5_10",,,,,,,,,,,,,,,,
,"COL","6_30",,"60","perc_WHC",,,3.25,,"CO2","41_52'N","13_28'E",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"10_20",,,,,,,,,,,,,,,,
,"HES","6_30",,"60","perc_WHC",,,3.25,,"CO2","48_40'N","07_05'E",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"0_5",,,,,,,,,,,,,,,,
,"HES","6_30",,"60","perc_WHC",,,3.05,,"CO2","48_40'N","07_05'E",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"5_10",,,,,,,,,,,,,,,,
,"HES","6_30",,"60","perc_WHC",,,3.11,,"CO2","48_40'N","07_05'E",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"10_20",,,,,,,,,,,,,,,,
,"ROC","6_30",,"60","perc_WHC",,,2.7,,"CO2","11_55'N","42_24'E",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"0_5",,,,,,,,,,,,,,,,
,"ROC","6_30",,"60","perc_WHC",,,2.96,,"CO2","11_55'N","42_24'E",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"5_10",,,,,,,,,,,,,,,,
,"ROC","6_30",,"60","perc_WHC",,,2.79,,"CO2","11_55'N","42_24'E",,,"forest","forest",,"Wang et al. 2018","lab",,,"Carbon mineralization rates at different soil depths across a network of European forest sites (FORCAST)",,"Pegoraro & Jarvis, 2008","https://doi.org/10.1111/j.1365-2389.2008.01065.x",,,"10_20",,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Cultivated","15_35",,"60","perc_WHC",,,1.97,,"CO2","40_9'N","103_9'W",,,"grass","Grassland",,"Wang et al. 2018","lab",,,"Decomposition temperature sensitivity of isolated soil organic matter fractions",,"Plante et al., 2010","https://doi.org/10.1016/j.soilbio.2010.07.022",,,"0_20",,,,,,,,,,,,,,,,
,"native soil","15_35",,"60","perc_WHC",,,2.27,,"CO2","40_9'N","103_9'W",,,"grass","Grassland",,"Wang et al. 2018","lab",,,"Decomposition temperature sensitivity of isolated soil organic matter fractions",,"Plante et al., 2010","https://doi.org/10.1016/j.soilbio.2010.07.022",,,"0_20",,,,,,,,,,,,,,,,
,,"15_35",,"60","perc_saturation",,,1.95,,"CO2","41_36'S","80_3'W",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"The carbon quality-temperature hypothesis does not consistently predict temperature sensitivity of soil organic matter mineralization in soils",,"Reynolds et al., 2017","https://doi.org/10.1007/s10533-017-0384-z",,"Organic",,,,,,,,,,,,,,,,,
,,"15_35",,"60","perc_saturation",,,1.88,,"CO2","41_36'S","80_3'W",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"The carbon quality-temperature hypothesis does not consistently predict temperature sensitivity of soil organic matter mineralization in soils",,"Reynolds et al., 2017","https://doi.org/10.1007/s10533-017-0384-z",,,"0_10",,,,,,,,,,,,,,,,
,,"15_35",,"60","perc_saturation",,,1.74,,"CO2","41_36'S","80_3'W",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"The carbon quality-temperature hypothesis does not consistently predict temperature sensitivity of soil organic matter mineralization in soils",,"Reynolds et al., 2017","https://doi.org/10.1007/s10533-017-0384-z",,,"10_20",,,,,,,,,,,,,,,,
,,"15_35",,"60","perc_saturation",,,1.33,,"CO2","41_36'S","80_3'W",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"The carbon quality-temperature hypothesis does not consistently predict temperature sensitivity of soil organic matter mineralization in soils",,"Reynolds et al., 2017","https://doi.org/10.1007/s10533-017-0384-z",,"Organic",,,,,,,,,,,,,,,,,
,,"15_35",,"60","perc_saturation",,,1.41,,"CO2","41_36'S","80_3'W",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"The carbon quality-temperature hypothesis does not consistently predict temperature sensitivity of soil organic matter mineralization in soils",,"Reynolds et al., 2017","https://doi.org/10.1007/s10533-017-0384-z",,,"0_10",,,,,,,,,,,,,,,,
,,"15_35",,"60","perc_saturation",,,1.45,,"CO2","41_36'S","80_3'W",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"The carbon quality-temperature hypothesis does not consistently predict temperature sensitivity of soil organic matter mineralization in soils",,"Reynolds et al., 2017","https://doi.org/10.1007/s10533-017-0384-z",,,"10_20",,,,,,,,,,,,,,,,
,,,,,,,,,,"CO2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"SB1","5_25",,"42","perc_vol",,,1.75,"exponential","CO2","40_59'N","3_49'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of forest soil organic matter decomposition along two elevation gradients",,"Schindlbacher et al., 2010","https://doi.org/10.1029/2009JG001191",,"Mineral",,,,,,,,,,,,,,,,,
,"SB2","5_25",,"42","perc_vol",,,2.18,"exponential","CO2","40_59'N","3_49'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of forest soil organic matter decomposition along two elevation gradients",,"Schindlbacher et al., 2010","https://doi.org/10.1029/2009JG001191",,"Mineral",,,,,,,,,,,,,,,,,
,"SB3","5_25",,"42","perc_vol",,,1.49,"exponential","CO2","40_59'N","3_49'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of forest soil organic matter decomposition along two elevation gradients",,"Schindlbacher et al., 2010","https://doi.org/10.1029/2009JG001191",,"Mineral",,,,,,,,,,,,,,,,,
,"SB4","5_25",,"42","perc_vol",,,1.91,"exponential","CO2","40_59'N","3_49'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of forest soil organic matter decomposition along two elevation gradients",,"Schindlbacher et al., 2010","https://doi.org/10.1029/2009JG001191",,"Mineral",,,,,,,,,,,,,,,,,
,"NF1","5_25",,"25","perc_vol",,,1.95,"exponential","CO2","40_59'N","3_49'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of forest soil organic matter decomposition along two elevation gradients",,"Schindlbacher et al., 2010","https://doi.org/10.1029/2009JG001191",,"Mineral",,,,,,,,,,,,,,,,,
,"NF2","5_25",,"25","perc_vol",,,1.85,"exponential","CO2","40_59'N","3_49'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of forest soil organic matter decomposition along two elevation gradients",,"Schindlbacher et al., 2010","https://doi.org/10.1029/2009JG001191",,"Mineral",,,,,,,,,,,,,,,,,
,"NF3","5_25",,"25","perc_vol",,,2,"exponential","CO2","40_59'N","3_49'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of forest soil organic matter decomposition along two elevation gradients",,"Schindlbacher et al., 2010","https://doi.org/10.1029/2009JG001191",,"Mineral",,,,,,,,,,,,,,,,,
,"NF4","5_25",,"25","perc_vol",,,2.27,"exponential","CO2","40_59'N","3_49'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of forest soil organic matter decomposition along two elevation gradients",,"Schindlbacher et al., 2010","https://doi.org/10.1029/2009JG001191",,"Mineral",,,,,,,,,,,,,,,,,
,"SB1","5_25",,"42","perc_vol",,,2.22,"exponential","CO2","40_59'N","3_49'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of forest soil organic matter decomposition along two elevation gradients",,"Schindlbacher et al., 2010","https://doi.org/10.1029/2009JG001191",,"Organic",,,,,,,,,,,,,,,,,
,"SB2","5_25",,"42","perc_vol",,,1.61,"exponential","CO2","40_59'N","3_49'E",,,"Forest","Forest",,"Wang et al. 2018","lab",,,"Temperature sensitivity of forest soil organic matter decomposition along two elevation gradients",,"Schindlbacher et al., 2010","https://doi.org/10.1029/2009JG001191",,"Organic",,,,,,,,,,,,,,,,,
